Unnamed: 0,IdPost,Thread,Content Cleaned,Label,Sentiment
8021,20854831,2311494,"Hi HF
Im new here around and im not here to ask but to contribute. 

This is a very hot brunette in a private chat with me     i guarantee that this is somthing you never seen before! The chick write on her computer in middle of the strip scene witch make this very realistic perfect for Ewhoring     

 Review:    

To get this nice girl follow these steps

    1. Post here
    2. I PM you the link (do not PM me!)
    3. Download enjoy    

    - Silent Warrior",0,0
8022,48898958,5088226,"OP is suspectttttt lmao jk, but fr. girl or boy?",0,0
8023,48896181,5088226,"   

You don't have to. No one cares. But if you're a female, then all of these thirsty males (thyself included) are going to hit at that opportunity to get some noods.",0,0
8024,48895978,5088226,"Wow, this is the start of something new. I'm proud of you op, would you like the man of the year award?

To confirm you are a girl send nudes.",0,0
8025,48895963,5088226,Wait OP are you a girl or a dude?,0,0
8026,4653494,487390,Thanks for the support iLikeGirls lol :p,0,0
8027,29647937,3171323,"Is this a real girl or a picture in photoshop?

Edit the OP with more details.",0,0
8028,48895687,5088197,"More info please, do you know the girl in question or what?..",0,0
8029,20813357,2306497,"1.  Have him send you money for a sexy phone call
2.  Accept money and ring him pretending to be the from the government and you need to talk to his parents about his school attendance and about the government offering a fund to get him a private tutor
3.  Tell his parents he has been involved in buying pictures of women naked and calling them up for phone sex and that you have proof if needed (show payment details)",0,0
8030,20808095,2306497,"So I'm just doing this out of pure boredom and randomness. But I have this kid hooked on the photos im sending him, he's convinced i'm 100% female. He's even willing to come over to america for summer vacation.

Oh christ.. He's waiting for me to upload more. What should I do with him?

He owns a minecraft server.

btw I have his IP and he claims he can DDOS. But he doesn't know what a RAT is.",0,0
8031,48892566,5087676,lmao the girl at 1:41 straight died on impact,0,0
8032,48892292,5087676,This video is so fake... The same girl cannot seriously allow that much surprise fingering to happen...,0,0
8033,12981942,1415049,"   

No. Cause there are no girls on the internet.",0,0
8034,12981933,1415049,maybe hornier than me to try everything to get girls :),0,0
8035,20826857,2307865,"Just pretend to be a slutty woman
mtsmtsmts",0,0
8036,20821466,2307865,"Basically, ewhoring involves pretending to be a girl online and then getting men to send you money in exchange for more pictures or via blackmail. eg. saw your only a 15 year old girl and then if they don't pay you, you will call the police.

Heres a starter pack for you, feel free to send me money ;)

   
   ",0,0
8037,48890373,5087697,"""Wisdom listens, knowledge speaks.""

""If you have small penor, don't worry. Girls seduce themselves with lipstick containers so yours should be no issue to satisfy them""

""Great minds think alike""",0,0
8038,29626734,3169491,Any previous work? I'm hoping a woman's breast?,0,0
8039,11813879,1282572,"   

Act like a woman!!!    ",0,0
8040,20814611,2307210,"Hey everyone, as some of you all know, Spring Break is happening in the US right now.

This means that college kids are flooding into a lot of communities that normally don't have many people. The old and young local perverts watch these 18-22 year old bombshells prancing around, but they never get to see what's underneath the clothes, so we're going to give them a chance.

Find a pack that looks like a beach going girl or really any college looking girl. Make a post in a Spring Break hot spot about how you're looking for extra money to party with this week since it's Spring Break. Use all the regular methods on Craigslist and post up your ad.

I was getting 45+ responses a day and my posts weren't being flagged for some reason. 

I've exhausted this method and I want to move on to other things, but I thought I'd share it with you all.",0,0
8041,20664834,2291118,"Bam. Fake name gen.    

Select a canadian woman. Make a paypal with a canadian country. (I suggest canadian because there aren't any limits on paypal) Make another email with a canadian country. do all of this behind a proxy. get a pics/ videos archive from the forums. go onto a teen chatroom. Assume the persona of a slutty girl. offer pics and think of a creative way to get money from anyone interested in you, which could be anywhere from offering videos or more pictures, to offering sex and saying you need gas money to get to him. 

The goal is to find someone stupid and horny and take advantage of them, and there are a lot of stupid and horny guys on the chats.",0,0
8042,45937760,4801989,"I think you mean the IT lady uses a mac to connect to the school network with a RDP.
Most school systems use there email services to send to phone numbers as I am aware of.

So if you get into there email systems, you'll have access to do this.
Good luck.
				
				
				

   ",0,0
8043,45936992,4801989,"So our school has a texting system that notifies all students about events coming up. I am new to the whole ""Advanced"" hacking area and this seems like a good start. Don't worry about me getting in trouble or anything… the ""IT"" lady is someone who uses a mac at home and runs a Windows powered school    

I know the risks.. Anyone wanna help?    ",0,0
8044,4634970,485391,"That girl is fucking, ugly as the ugliest shit if she isnt the ugliest girl ive seen.",0,0
8045,4634785,485391,its not that bad its just a install sale but people are more interested in girl installs with cam,0,0
8046,4634763,485391,"This is, On some level a crime publishable by death in some country. 

But serious go outside and look at irl women this is just wrong",0,0
8047,4634278,485391,"   

lol i've seen this once but the girl being sold was underage. but she was hella cute.

forgot who made the thread though.",0,0
8048,4634259,485391,"   
ROFL !! thats soo true !! 
@OP - nice innovative way ... never saw someone selling girl installs before !! lols !!!",0,0
8049,20793306,2304956,"I need a girl with cam show, preferably one that she will wave in the beginning. I also need pics to match this girl, clothed and naked.

Summing it up: A e-whore pack with a lot of pictures, clothed and naked with a camshow.

Name a small price, don't have that much left :(",0,0
8050,20792080,2304658,"ALWAYS make the slave pay first.... if they hesitate, try to make you go first, ask for previews (unless your camgirl vid is equipped for this) etc, MOVE ON to the next one, and don't waste your time. Trust me, there are plenty of dumb willing ones that will throw money right away if they have it, those are worth waiting for rather than chasing deadbeats for hours with no reward.",0,0
8051,47983005,5001314,"Twitter: @*i5
Hint: I gave your girl the *. 

Bid: $0
BIN: $50

------

Twitter: @q*w
Hint: 10-5 = *

Bid: $0
BIN: $50

------

Twitter: @gq*
Hint: 17-10=* 

Bid: $0
BIN: $50



Bitcoin ONLY, NO exceptions.",0,0
8052,48878613,5086097,"As I mentioned in a previous thread, I am searching for a camgirl.

The camgirl in question is someone I know and I am infatuated with her because she is incredibly sexy.

One of her BFF's told me in a private conversation that screencaps from her webcam shows are uploaded to that site. but it doesn't appear to be working.

Do you think it could be an IP logger?",0,0
8053,48883961,5087130,"What job do you have to allow you to do that. I have to wake up every fucking morning pissed as hell and go to school. I can't play any sports and I'm not smart enough to be in any of the honors programs. You're one lucky guy. I wish I didn't have to go to school everyday and wish I had a 4.0, look at girls I can't get and limp down the halls feeling bad about myself. Don't worry I know exactly how you used to feel. You must be a happy man now.",0,0
8054,20766442,2301999,"No girl from omegle would trust a guy with no cam , to make her money if they help me...",0,0
8055,20765826,2301999,"I need YOU to get me in contact with a female slut who will take pictures out of her own will , possibly do cam and other stuff!

Will PAY YOU Paypal to get me in contact with her!

INCASE YOU DONT UNDERSTAND:
i need you, to find a girl , friend or not and give me my msn and stuff so me and her and possibly you could all make money. I have great methods and ideas that make easy fast money.

Let me know!

Have skype and msn!",0,0
8056,48886876,5087358,"Water is up to my waist.

I think my car is totaled.

All the girls are outside crying right now.

Single moms at their finest.",0,0
8057,28743486,2995066,"   
$1 paypal gift, PM me if interested.

 
eWhoring pic done for Method.  Thanks for the sale, man!
(Girl is from my eWhoring guide @     with 5k+ other pics!)",0,0
8058,28752377,2995066,"You should change the title.
It seems as if this is a picture of you (as an actual person), and not just your name 'shopped on a girl's body.
I don't see why people think this is cool though... I find it kind of stupid to 'shop your name on a random unknown female.
Anyways, GLWS.",0,0
8059,28727998,2995066,"   
You didn't say what you were looking for lol... ""hot girl with your name""",0,0
8060,28726611,2995066,"   

so do I send a pic of me or a pic of the girl I want?",0,0
8061,4614312,474955,"   

no, this is MY account, that girl is my friend in real life and is messing around",0,0
8062,27832047,2995066,"You could show examples of your work using women clothed correct?

Im not interested either way but i am interested to see how good your photoshop skills are.",0,0
8063,45186269,4707699,"   

I really agree. I don't know why, but the first thing most skids go after is their school lol. I know there's alot of teenage angst, I know your body is going through changes, you might have a little back acne, you're kinda chubby, you know how to use a computer and you're mad that no girl wants to fuck you, it's cool, whatever the situation is. 

But don't go attacking your school. Because you'll get fucked. :)",0,0
8064,48880232,5061760,"Honestly, you've probably heard this before, but you're way too young to be this stressed over a girl that you've hardly known. You've barely been anywhere in your life and you shouldn't be breaking your back for some girl who dropped you over a situation which basically seems like nothing. You should just forget about her and focus on building your life; if you build it, they will come. The love of your life will come eventually, probably after you turn 18 or start doing more things and going places. At this time in your life, your main focus should be you, not some fickle girl; most of them aren't even worth your time. Take my advice and stop worrying about her and your life will be fine. I went through something tough with a girl too and I was depressed for months. The only thing good that came out of my depression was that it made me produce music better lol.",0,0
8065,48697236,5061760,"   

This seriously made me laugh, OP is 13-15, you were with a female for like 2 weeks, chill out. First real kiss, then i stopped reading, get over yourself child.",0,0
8066,20191050,2235566,"i verifyed everything they wanted, after that i called paypal staff and a women said that there is an issue on my paypal still and they had to close it. ;( i lost around 1,000$",0,0
8067,48625132,5061760,"   

girls don't flirt with other guys to make another guy jealous because be honest, why would you be jealous of guys that get flirted with by a girl that flirts with anyone?

She's over you and she's done with you. She's playing with your mind and she loves it.

Don't fall for this shit kid.",0,0
8068,48619483,5061760,"   

Looks like a bread crump to me. Ignore her. If you plan to get back together with that girl just bust a nut in her and then leave. You know she is about that bullshit.",0,0
8069,48608782,5061760,"   
But this girl is the one that initiated talking to the OP. 
It isn't like the OP met her through the game and decided to take it to the next level with a tip of his fedora.",0,0
8070,48608759,5061760,"   

Hate to break it to you but this day and age buddy 16 is young for a stable relationship. And you also need to understand fucking gamers look LAME as FUCK. I have met gamer chicks and guess what they want to date a fucking CEO not the same fucking nerds they play games with.

And kid you got a heart of gold let no woman rob that from you. I can read who you are through the way you talk. You need to calmly recollect yourself take a deep breath and remember that there are billions of women out there. Who cares if ONE doesn't like you. There are 999,999,999 fucking women and they are dying to meet you. Fuck her.",0,0
8071,48869346,5085684,"I'd recommend posing as a girl online and filtering through dick pics all day.

Or sucking dick for quarters.",0,0
8072,20741440,2294101,"   

sorry, there are no girls on the internet",0,0
8073,35945270,3828387,"Hey, I am having trouble e-whoring because everyone keeps saying ""how do I know you are real"". I am currently using VCW's, so I am looking for 2 things.

1. A pic/small video of a girl waving or something to show she is acknowledged the pedo on the other end of skype.

2. A webcam session or something similarof the same girl, thats like 8-12 mins long

Please can you help me out by PMing me.

Thanks",0,0
8074,35956461,3829516,"They're from a female.
 I get the feeling this is not e-whore money?    ",0,0
8075,48876671,5085934,"   

I think that's too tall. I'm 6'3. The way girls look at you just because you're tall is unbelievable. Like, fucking hell, cum suck my cock already.

Too many whores these days.",0,0
8076,48872869,5085934,Bitches love a nice tall man. No girl would rather have that midget dick.,0,0
8077,48872178,5085934,"Tall but not too tall. I'm 6'4 and 17. This thread is perfct also. 

Just yesterday my sister's bestfriend who loves the fuck outta me, told that when she sees a tall guy she always thinks about his dick lol as much as i didnt want to hear this, my sister said she does the same too. And nah bro's, they are not whores. Even though ive rid this girl a few times, she aint no whore  

But yeh, tall is good and girls like their men tall because they are big and like a real man. 

P.s. No, i did not lick her pussy. Just fingered her.",0,0
8078,29571315,3164704,"Hey I want to sell my account that i've had for a very long while now.
It almost has 50 champions and 9800 IP atm with 393 RP. Has almost every tier 3 rune in game x9, with 10 rune pages.
Currently at 14 W 14 L 1316 Elo. Not quite sure how much it's worth. I will go first if I consider you trust worthy. PM for LoLking profile link.
Account is on NA

These are the skins :
Midnight Ahri
Blood Moon Akali
Unchained Alistar
Pharaoh Amumu
Dark Annie
Frostfire Annie
Queen Ashe
Amethyst Ashe
Masquerade Evelynn
Frosted Ezreal
Spooky Gankplank
Nightblade Irelia
Infiltrator Irelia
Tempest Janna
Frost Queen Janna
Unmasked Kayle
Judgement Kayle
Traditional Lee Sin
Assassin Yi
Ionia Master Yi
Exiled Morgana
Gothic Orianna
Royal Shaco
Muse Sona
Pentakill Sona
Divine Soraka
Bloodstone Taric
Badger Teemo
Riot Girl Tristana
Jack of Hearts Twisted Fate
Heartskeer Vayne
White Mage Veigar
Count Vladimir
Tundra Hunter Warwick
Commando Xin Zhao",0,0
8079,48014510,5004476,"Hello guys.


I'm selling another RARE Account. Here are the infos:


Rank: Challenger Tier SoloQ
Champions: 40 champs missing
Runes: Runes for each role, 7 rune pages
Skins: Full list below


Rare stuff:


-CS Riven, CS Thres, Triumphant Ryze!!!
-Legendary Udyr / Blitzcrank / Brand / Cho Gath / Galio / Kayle / Nocturne / Nunu / Olaf und Vlad etc. 




Pictures:
   Spoiler  (Click to View)  
   
   

Skinlist:
Spoiler  (Click to View)  
1. Justicar Aatrox
2. Foxfire Ahri
3. Unchained Alistar
4. Boom Boom Blitzcrank
5. Riot Blitzcrank (RARE)
6. Officer Caitlyn
7. Mythic Cassiopeia
8. Battlecast Prime Cho'Gath
9. Red Baron Corki (RARE LEGENDARY)
10. Dark Valkyrie Diana
11. Victorious Elise (UNIQUE/NOT MORE OBTAINABLE)
12. Death Blossom Elise
13. Masquerade Evelynn (LEGACY)
14. Dark Candy Fiddlesticks (LEGACY)
15. Nightraven Fiora
16. Headless Hecarim (LEGACY)
17. Arcade Hecarim
18. Victorious Janna (RARE UNIQUE/NOT MORE OBTAINABLE)
19. Angler Jax (LEGACY)
20. Kitty Cat Katarina (LEGACY)
21. Slay Belle Katarina (LEGACY)
22. Mercenary Katarina
23. Arctic Ops kennen
24. Mecha Kha'Zix
25. Spellthief Lux
26. Samurai Yi
27. Headhunter Yi
28. Mafia Miss Fortune
29. Victorious Morgana (UNIQUE/NOT MORE OBTAINABLE)
30. Blackthorn Morgana
31. Galactic Nasus
32. AstroNautilus
33. Leopard Nidalee (LEGACY)
34. Frozen Terror Nocturne
35. Demolisher Nunu
36. Nunu Bot (LEGENDARY)
37. Forsaken Olaf
38. Bladecraft Orianna
39. Phoenix Quinn
40. CHAMPIONSHIP RIVEN (EPIC RARE/NOT MORE OBTAINABLE)
41. Crimson Elite Riven
42. Triumphant Ryze (RARE/OBTAINABLE FOR WINNING TOURNAMENTS by RIOT)
43. Bear Cavalary Sejuani
44. Asylum Shaco
45. Yellow Jacket Shen (LEGACY)
46. Darkflame Shyvana
47. Boneclaw Shyvana
48. DJ Sona (ULTIMATE)
49. Celestine Soraka
50. Justicar Syndra
51. Championship Thresh (LEGACY)
52. Buccaneer Tristana
53. Riot Girl Tristana
54. Rocket Girl Tristana
55. Underworld Twiested Fate (LEGACY)
56. Medieval Twitch
57. Spirit Guard Udyr (ULTIMATE)
58. Hearthseeker Vayne
59. Acrlight Vel'Koz
60. Grey Warwick
61.Commando Xin Zhao
62. Wildfire Zyra

Add me on skype if you're interested:finz.boost


I'm accepting PayPal, Skrill and BTC.",0,0
8080,48875742,5086231,"Is this real? why dont you just bang a girl man, sorry if i sound rude",0,0
8081,26563456,2876668,"I really dig the girl in the second sample, could I get her? Pretty please? Thank you. :)",0,0
8082,42654527,4471852,"I think this quote sums this up well:

""I switched on my NetHunter and was immediately surrounded by beautiful women, it was amazing""

I love Offensive Security.",0,0
8083,35918098,3825731,"You have to spend a lot of time e-whoring to get a success. I would suggest making a fake girl account on something like skype and then get contacts and sell them pictures. You have to develop your own method, it's the same with any money making scheme. Good Luck! PM me your questions",0,0
8084,35932887,3826423,"Sure i would like to have it too, also a sample of the girls you used if possible ?",0,0
8085,43660226,4555161,"I live not too far away from there. Santa Clarita Valley area (where the white girls roam and graze freely).
				
				
				

XMPP: aarcher@dukgo.com

 My Old Tutorials  
 Programming Discord Server  ",0,0
8086,20707863,2295843,"I'm looking for a video with a cute girl sitting in front of the webcam without any kind of nudity.

Just a girl that can make you ""excited"" (no, it's not for me...lol)

Anyone can help me? :)",0,0
8087,47196549,4923700,"I remember it well... unfortunately. I had a party coming up in a few days and as is the case with all parties me and my cronies wanted to get our dicks wet (have sex with the ever mysterious opposite sex). So I decided, that if a kind young girl was to do me the favour of fellatio then the least I could do was remove my pubic hair from her luke warm lunch. 

I ran a bath, opened up my pores with the hot water and began shaving my bollocks and base of shaft. However before I knew it I had completely removed my entire pubic kingdom. So I decided to go where no man had gone before, and shave my arse hair. 

It was a long and strenuous task that only caused mild arousal (which was amazing as at that age a tea cozy could give me a rock on). After it was done I had a shit and tested out the clean smooth wipe I knew would follow. And it did. God how the tissue glided without a single snag. 

It wasn't until 2 days later that the stubble came through. The agony. Christ the agony. It was like having razor blades between my buttocks. Never again.

Never again. 

(And I didn't get a blowjob because I was itching my arse crack all night).",0,0
8088,47193506,4923700,"   

Does a pillow with a print of a 2D girl count as a wife?",0,0
8089,20675810,2292315,"Some girls do that for a living, It's how they make money",0,0
8090,20675713,2292315,If you were a girl you would not be on this website. Trust me.,0,0
8091,20683730,2288749,"I got 2 ultimate packs of girls doing everything.

Here is the screenie of one ->    

Made em myself ^^",0,0
8092,18289210,2024814,"I use this program often too. It's very useful and can be used in coding.
				
				
				

Still keep the white girl 'cause she is my hook-ahhh
Bakin' soda, pot, glass jar, I'm the cook-ahhh",0,0
8093,20642297,2288749,"Try rat a girl and record her on cam, but to be realistic I think you are going to have to pay. Try omegle or chatroulette or something like that.",0,0
8094,20641614,2288749,"Maybe you've saw my post about CommandShow and how I need a model, but I still need a model. I've recently stopped my search for a bit to focus on school work, but now I have some time and I am determined to get this product finished.

Basically i am doing something similar to Cam Decoy where you can make certain clips play on command, like a girl waving, doing peace sign, etc. 

If anyone has any advice on where to find a girl, I would appreciate it. I am not willing to pay them right away either. the payment would depend on how much I earn from the program.",0,0
8095,20672362,2291776,"BMing is so fucked up imo. 

Just because the guy wants to fap, LEGALLY, to women online doesn't mean you should steal their money. ;_;",0,0
8096,42788459,4477331,"   

Excellent point. Although it does make the name ""hack forums"" seem a bit misleading.
				
				
				

Who loves not women, wine and song remains a fool his whole life long

~~Martin Luther~~",0,0
8097,41774632,4389266,"Hmmmm, I just fake being a girl and get cash man, Idk about you but you could've made $120 if you didn't write this, but hey if it works , it works    ",0,0
8098,19538445,2165251,"Hi im new here, but ive been on Forum Korner and ive heard its alot easier to sell Gts on here and i wanted to take a swing at it. But i can't post in the gt section:/ Any help?

Here are some gts i have


I have all these(:
No luck on hackforums hopefully i have some luck on here!
Latino Women
Permanent Pen
Bed Canopy
Found Missing
Bag of Popcorn
Bicron( a measure of distance)
Adriamycin( a medicine for cancer patients)
Alpine Spaniel( type of dog)
Centropolis( The people who filmed Godzilla)
Money Mutual(The money lender as seen on tv)
Be Appreciative",0,0
8099,41988839,4407185,"I don't think an indian pack is the right choice , people who like indi girls and indians and those peopls dont pay.",0,0
8100,41967759,4407185,I have one indian-like girl but she isn't really pretty. Is it still okay? :D,0,0
8101,41966699,4407185,"Any1 has a Indian girl that can send me ? PM me if u have it 


THx",0,0
8102,41970360,4407453,"   

It just saturates an area where people will B less likely to want to buy or trust women/men on that method. There is millions of areas on the net to talk to pervs, women and men alike!!!",0,0
8103,48810261,5023476,"Film it, ask the people you got on camera for permission to upload it to youtube (don't ask the girl or teacher or any of the girls friends), then wait for social media to back you up!",0,0
8104,41981924,4407991,"   

If you want an advice, i would never pay for seeing a show from this girl :/",0,0
8105,41974794,4407991,"Does anyone know who is girl is or have any more photos of her other than the 8 photos in a pack I found?

   

Thanks in advance.",0,0
8106,48805812,5023476,"   

In my school they only have cameras in the hallway. But a small, lonely, quiet, ""innocent"" girl complaining that she is being harrassed. Everyone is going to fall for that. This is why my school sucks. Fuck my school. Fuck Colorado.",0,0
8107,48805693,5023476,"   

And did I mention her tits are fake? Despite looking no older then 10, she has the biggest tits of every other girl in school. Why, she was caught stuffing tissues in her bra in the bathroom. And she also uses these gel things.",0,0
8108,48823574,5081525,"   

It is a woman. I think she got pissed at her son and took his Pc and is selling it. inb4 loads of porn on the PC and his mom is fine as shit.",0,0
8109,48870130,5085720,"Be flirty with her, be brave. Girls like it when you get playful, make fun of her but don't take it too far.

It seems a little odd but girls love to have playful arguments with you, it'll ease the tension between you and open doors upto talking to her about more personal things.

I've lived with my partner for around 5 years and even now I'll be like ""wow, babe you need to get that spot sorted out, last night I came in from work and had a full on conversation with it""

Daft things like that, they love it. PM me if you want to talk anymore dude, happy to help!",0,0
8110,48300035,5028087,"   

Let's talk about ducks
Of which no one gives two fucks
By the way, have you seen the size of their dick?
Don't judge me! (You little prejudiced prick)
It's wavy and curvy, and ugly as hell
But somehow the lady ducks find it swell
But I'm glad I don't have one as weird as that
Instead mine is short, not long, and fat.",0,0
8111,48808727,5066837,Sad little girls trying to scam tablets.,0,0
8112,41972021,4405351,"Hey, thanks for sharing this video.  Video is hot.  Also, is this girl trans?  I couldn't help but notice what looks to be a certain male part under her panties.  Interesting video anyways, good for e-whoring I guess.",0,0
8113,48662525,5066837,"So I had an NVIDIA Shield Tablet that was recalled for a battery that was prone to overheating. Shipped it in for replacement, and received the brand new tablet with the new/safe battery. Never used it, so I opened it up, tested it, took pictures of it, and sold it on eBay. In the listing I selected ""no returns accepted"" (which of course means nothing on eBay for some reason), and described the item exactly as it arrived.

It sold, I shipped it out in a hard protective magnetic case, wrapped in plastic, and in a bubble mailer. Made sure to send it out a few hours after the sale was made. Did all my part as a seller, basically. Got the $300, and since I've been selling on eBay for so long, got the money instantly, withdrew it, and used it for textbooks.

Item arrived as described and with all items included. Buyer messages me asking ""what my return policy is"", so I tell her that I included in the listing I do not accept returns. I did however ask her for her reasoning, and she stated that the battery life did not last as long as she wanted, and that she has a second tablet to compare to and it lasted longer. I told her that this is the device itself and not an issue on my side. I suggested that she call NVIDIA about it if she had such a concern.

She continued demanding a refund and opened a return request, but in this one stated (presumably to meet buyer protection requirements and make it seem like the item was defective) that it ""overheats and randomly shuts off"". This obviously is not the case as I tested it extensively before selling it, and it is the post-recall tablet with the brand new safe battery specifically designed NOT to do this.

I offered a partial refund of $25 just to shut her up even though I have done nothing wrong, and she continues to decline. I am worried she might be trying to bait and switch me for her old tablet and return it as my own, but I don't know why she would do that.

Anyway, I've called eBay a few times and have to wait a few days to escalate the case.

Are there any steps I should be taking to ensure I win this? I don't have $300 to pull out of my ass and throw back at this lady for no reason when I even stated no returns.

Thanks guys.",0,0
8114,41752732,4388267,"   

first of all i am a young lady and you may address me as such. :) secondly, i have never heard of tcpdump in my life. how the hell do you run it on a remote server?? its easy enough to figure out for my own network but i am not sure otherwise.

no wait i found out i googled it and this is what i did:

$ ssh <serverip> tcpdump -s 0 -U -n -w - -i eth0

and then it gave me this:

<myhostname>@67.225.228.38's password:

guess their wifi is passworded??",0,0
8115,20506097,2273809,"personally i dont . I ' m buying eWhore packs that are unique from the primary people that got the picture sets / videos. If you happen to get your hands on some unique stuff like you personally get it from the girl , or your ex girl friend or stuff like that you pm me and i buy it ;)",0,0
8116,48870459,5085779,"I was talking with a girl next to some immature people and i said ""You are food"" but not in a sexual way.",0,0
8117,26583489,2878809,"Well thats the thing the guy wanted me to say ""Hi there eddie, I am melissa"" I was looking for custom text to girl voice's online but nothing",0,0
8118,48869804,5085693,"   

ewhoring is the art of a male pretending to be a female to sell nude pictures and videos to horny males who have never heard of pr0nhub.",0,0
8119,48869435,5085693,"   
Are you a real girl or are you ewhoring?",0,0
8120,47872830,4990246,"Wow man, he is beautiful. I have a female ball python named Gabriella. She is around 2-3 months old. Here is a picture:
   

I would love to take him off your hands, Gabriella and Bernard could have lil' babies :D",0,0
8121,20611984,2285559,"   
oh shit are you serious net protect is that serious 0_o but hes from a dif country and he knew i wasn't 15 *the girl and he said he had me recorded but i had him recorded also but as 2 posts above said i deleted my evidence -.- but then saw his spoiler lol and i also ewhored him before he just hasn't been online for a while",0,0
8122,47872052,4990246,"   

I love hypos and lavenders, must be a beauty.

I have an albino male that is ready to breed. I had plans to buy a female albino to replace my normal so that I could breed some albino babies. My friend said she would buy Bernard, so I ordered the new snake. However, the day before the snake arrived, she said she didn't want it anymore. Now I have an adult BP coming in the mail tomorrow morning and not enough cages. Either someone buys him within the next two days or I am fucked.",0,0
8123,48867126,5085501,"Two options:
1. Fake as fuck, very good fabricated fb accs (or hacked ones) all for the money
2. Its actually legit and this girl is just somewhat weird for begging for money 1 day after her bf died. Also that guy is a moron for taking loads of drugs. Irresponsible of his part and so well deserved hes dead. Idk why i should feel bad for him/her.",0,0
8124,48835655,5081849,"I only take a girl if she wants to see me more then 4 times in 2 weeks.
BC I don't hang with the same people all the time.",0,0
8125,48834527,5081849,"I'm kinda different but it seems kinda similar.
There's a girl that I fell in love with, who completely stopped wanting me out of nowhere, and the more & longer that she doesn't want me, the more I fall in love. It's the worst feeling ever.",0,0
8126,48834456,5081849,"I kinda feel the same way theres this girl i like, i texted her and within like 10 mins of texting i start getting nudes im like ok i did not expect this, then she asks me if i want to sleep over her house i was like sure cause why not i felt like she was kinda forcing things like i felt like she wanted to have sex i knew it cause she was grinding on my cock through my pants and when i was on top of her i just looked at her for a min and i felt like she didn't want to so i just rolled over and went to sleep i think the sleeping over thing fucked things up.",0,0
8127,48833573,5081849,"   

Yeah, never thought of it in that way actually, but it does make sense! But the last part, do you mean that if you sleep with other girls while you're in a relationship, don't you love your girlfriend?

Like, sometimes when someone cheat, can't they just be stupid?",0,0
8128,48832927,5081849,Sometimes I like a girl just for the chase then she gets attached and I go eh fml I just hurt this poor girl. I have been in relationships where I get those same feelings as in the chase everytime I see them.,0,0
